airline_id,airline,avail_seat_km_per_week,incidents_85_99,fatal_accidents_85_99,fatalities_85_99,incidents_00_14,fatal_accidents_00_14,fatalities_00_14
1066,Aeroflot*,1197672318,76,14,128,6,1,88
1067,Aerolineas Argentinas,385803648,6,0,0,1,0,0
1068,Aeromexico*,596871813,3,1,64,5,0,0
1069,Air Canada,1865253802,2,0,0,2,0,0
1070,Air France,3004002661,14,4,79,6,2,337
1071,Air India*,869253552,2,1,329,4,1,158
1072,Air New Zealand*,710174817,3,0,0,5,1,7
1073,Alaska Airlines*,965346773,5,0,0,5,1,88
1074,Alitalia,698012498,7,2,50,4,0,0
1075,All Nippon Airways,1841234177,3,1,1,7,0,0
1076,American*,5228357340,21,5,101,17,3,416
1077,Austrian Airlines,358239823,1,0,0,1,0,0
1078,Avianca,396922563,5,3,323,0,0,0
1079,British Airways*,3179760952,4,0,0,6,0,0
1080,Cathay Pacific*,2582459303,0,0,0,2,0,0
1081,China Airlines,813216487,12,6,535,2,1,225
1082,Condor,417982610,2,1,16,0,0,0
1083,COPA,550491507,3,1,47,0,0,0
1084,Delta / Northwest*,6525658894,24,12,407,24,2,51
1085,Egyptair,557699891,8,3,282,4,1,14
1086,El Al,335448023,1,1,4,1,0,0
1087,Ethiopian Airlines,488560643,25,5,167,5,2,92
1088,Finnair,506464950,1,0,0,0,0,0
1089,Garuda Indonesia,613356665,10,3,260,4,2,22
1090,Gulf Air,301379762,1,0,0,3,1,143
1091,Hawaiian Airlines,493877795,0,0,0,1,0,0
1092,Iberia,1173203126,4,1,148,5,0,0
1093,Japan Airlines,1574217531,3,1,520,0,0,0
1094,Kenya Airways,277414794,2,0,0,2,2,283
1095,KLM*,1874561773,7,1,3,1,0,0
1096,Korean Air,1734522605,12,5,425,1,0,0
1097,LAN Airlines,1001965891,3,2,21,0,0,0
1098,Lufthansa*,3426529504,6,1,2,3,0,0
1099,Malaysia Airlines,1039171244,3,1,34,3,2,537
1100,Pakistan International,348563137,8,3,234,10,2,46
1101,Philippine Airlines,413007158,7,4,74,2,1,1
1102,Qantas*,1917428984,1,0,0,5,0,0
1103,Royal Air Maroc,295705339,5,3,51,3,0,0
1104,SAS*,682971852,5,0,0,6,1,110
1105,Saudi Arabian,859673901,7,2,313,11,0,0
1106,Singapore Airlines,2376857805,2,2,6,2,1,83
1107,South African,651502442,2,1,159,1,0,0
1108,Southwest Airlines,3276525770,1,0,0,8,0,0
1109,Sri Lankan / AirLanka,325582976,2,1,14,4,0,0
1110,SWISS*,792601299,2,1,229,3,0,0
1111,TACA,259373346,3,1,3,1,1,3
1112,TAM,1509195646,8,3,98,7,2,188
1113,TAP - Air Portugal,619130754,0,0,0,0,0,0
1114,Thai Airways,1702802250,8,4,308,2,1,1
1115,Turkish Airlines,1946098294,8,3,64,8,2,84
1116,United / Continental*,7139291291,19,8,319,14,2,109
1117,US Airways / America West*,2455687887,16,7,224,11,2,23
1118,Vietna57m Airlines,625084918,7,3,171,1,0,0
1119,Virgin Atlantic,1005248585,1,0,0,0,0,0
1120,Xiamen Airlines,430462962,9,1,82,2,0,0
1121,Aer Lingus,320906734,2,1,1,1,1,1
1122,Aeroflot*,1197672318,76,14,128,6,1,88
1123,Aerolineas Argentinas,385803648,6,0,0,1,0,0
1124,Aeromexico*,596871813,3,1,64,5,0,0
1125,Air Canada,1865253802,2,0,0,2,0,0
1126,Air France,3004002661,14,4,79,6,2,337
1127,Air India*,869253552,2,1,329,4,1,158
1128,Air New Zealand*,710174817,3,0,0,5,1,7
1129,Alaska Airlines*,965346773,5,0,0,5,1,88
1130,Alitalia,698012498,7,2,50,4,0,0
1131,All Nippon Airways,1841234177,3,1,1,7,0,0
1132,American*,5228357340,21,5,101,17,3,416
1133,Austrian Airlines,358239823,1,0,0,1,0,0
1134,Avianca,396922563,5,3,323,0,0,0
1135,British Airways*,3179760952,4,0,0,6,0,0
1136,Cathay Pacific*,2582459303,0,0,0,2,0,0
1137,China Airlines,813216487,12,6,535,2,1,225
1138,Condor,417982610,2,1,16,0,0,0
1139,COPA,550491507,3,1,47,0,0,0
1140,Delta / Northwest*,6525658894,24,12,407,24,2,51
1141,Egyptair,557699891,8,3,282,4,1,14
1142,El Al,335448023,1,1,4,1,0,0
1143,Ethiopian Airlines,488560643,25,5,167,5,2,92
1144,Finnair,506464950,1,0,0,0,0,0
1145,Garuda Indonesia,613356665,10,3,260,4,2,22
1146,Gulf Air,301379762,1,0,0,3,1,143
1147,Hawaiian Airlines,493877795,0,0,0,1,0,0
1148,Iberia,1173203126,4,1,148,5,0,0
1149,Japan Airlines,1574217531,3,1,520,0,0,0
1150,Kenya Airways,277414794,2,0,0,2,2,283
1151,KLM*,1874561773,7,1,3,1,0,0
1152,Korean Air,1734522605,12,5,425,1,0,0
1153,LAN Airlines,1001965891,3,2,21,0,0,0
1154,Lufthansa*,3426529504,6,1,2,3,0,0
1155,Malaysia Airlines,1039171244,3,1,34,3,2,537
1156,Pakistan International,348563137,8,3,234,10,2,46
1157,Philippine Airlines,413007158,7,4,74,2,1,1
1158,Qantas*,1917428984,1,0,0,5,0,0
1159,Royal Air Maroc,295705339,5,3,51,3,0,0
1160,SAS*,682971852,5,0,0,6,1,110
1161,Saudi Arabian,859673901,7,2,313,11,0,0
1162,Singapore Airlines,2376857805,2,2,6,2,1,83
1163,South African,651502442,2,1,159,1,0,0
1164,Southwest Airlines,3276525770,1,0,0,8,0,0
1165,Sri Lankan / AirLanka,325582976,2,1,14,4,0,0
1166,SWISS*,792601299,2,1,229,3,0,0
1167,TACA,259373346,3,1,3,1,1,3
1168,TAM,1509195646,8,3,98,7,2,188
1169,TAP - Air Portugal,619130754,0,0,0,0,0,0
1170,Thai Airways,1702802250,8,4,308,2,1,1
1171,Turkish Airlines,1946098294,8,3,64,8,2,84
1172,United / Continental*,7139291291,19,8,319,14,2,109
1173,US Airways / America West*,2455687887,16,7,224,11,2,23
1174,Vietna57m Airlines,625084918,7,3,171,1,0,0
1175,Virgin Atlantic,1005248585,1,0,0,0,0,0
1176,Xiamen Airlines,430462962,9,1,82,2,0,0
1177,Aer Lingus,320906734,2,0,0,0,0,0
1178,Aeroflot*,1197672318,76,14,128,6,1,88
1179,Aerolineas Argentinas,385803648,6,0,0,1,0,0
1180,Aeromexico*,596871813,3,1,64,5,0,0
1181,Air Canada,1865253802,2,0,0,2,0,0
1182,Air France,3004002661,14,4,79,6,2,337
1183,Air India*,869253552,2,1,329,4,1,158
1184,Air New Zealand*,710174817,3,0,0,5,1,7
1185,Alaska Airlines*,965346773,5,0,0,5,1,88
1186,Alitalia,698012498,7,2,50,4,0,0
1187,All Nippon Airways,1841234177,3,1,1,7,0,0
1188,American*,5228357340,21,5,101,17,3,416
1189,Austrian Airlines,358239823,1,0,0,1,0,0
1190,Avianca,396922563,5,3,323,0,0,0
1191,British Airways*,3179760952,4,0,0,6,0,0
1192,Cathay Pacific*,2582459303,0,0,0,2,0,0
1193,China Airlines,813216487,12,6,535,2,1,225
1194,Condor,417982610,2,1,16,0,0,0
1195,COPA,550491507,3,1,47,0,0,0
1196,Delta / Northwest*,6525658894,24,12,407,24,2,51
1197,Egyptair,557699891,8,3,282,4,1,14
1198,El Al,335448023,1,1,4,1,0,0
1199,Ethiopian Airlines,488560643,25,5,167,5,2,92
1200,Finnair,506464950,1,0,0,0,0,0
1201,Garuda Indonesia,613356665,10,3,260,4,2,22
1202,Gulf Air,301379762,1,0,0,3,1,143
1203,Hawaiian Airlines,493877795,0,0,0,1,0,0
1204,Iberia,1173203126,4,1,148,5,0,0
1205,Japan Airlines,1574217531,3,1,520,0,0,0
1206,Kenya Airways,277414794,2,0,0,2,2,283
1207,KLM*,1874561773,7,1,3,1,0,0
1208,Korean Air,1734522605,12,5,425,1,0,0
1209,LAN Airlines,1001965891,3,2,21,0,0,0
1210,Lufthansa*,3426529504,6,1,2,3,0,0
1211,Malaysia Airlines,1039171244,3,1,34,3,2,537
1212,Pakistan International,348563137,8,3,234,10,2,46
1213,Philippine Airlines,413007158,7,4,74,2,1,1
1214,Qantas*,1917428984,1,0,0,5,0,0
1215,Royal Air Maroc,295705339,5,3,51,3,0,0
1216,SAS*,682971852,5,0,0,6,1,110
1217,Saudi Arabian,859673901,7,2,313,11,0,0
1218,Singapore Airlines,2376857805,2,2,6,2,1,83
1219,South African,651502442,2,1,159,1,0,0
1220,Southwest Airlines,3276525770,1,0,0,8,0,0
1221,Sri Lankan / AirLanka,325582976,2,1,14,4,0,0
1222,SWISS*,792601299,2,1,229,3,0,0
1223,TACA,259373346,3,1,3,1,1,3
1224,TAM,1509195646,8,3,98,7,2,188
1225,TAP - Air Portugal,619130754,0,0,0,0,0,0
1226,Thai Airways,1702802250,8,4,308,2,1,1
1227,Turkish Airlines,1946098294,8,3,64,8,2,84
1228,United / Continental*,7139291291,19,8,319,14,2,109
1229,US Airways / America West*,2455687887,16,7,224,11,2,23
1230,Vietna57m Airlines,625084918,7,3,171,1,0,0
1231,Virgin Atlantic,1005248585,1,0,0,0,0,0
1232,Xiamen Airlines,430462962,9,1,82,2,0,0
1233,Aer Lingus,320906734,2,1,1,1,1,1
1234,Aeroflot*,1197672318,76,14,128,6,1,88
1235,Aerolineas Argentinas,385803648,6,0,0,1,0,0
1236,Aeromexico*,596871813,3,1,64,5,0,0
1237,Air Canada,1865253802,2,0,0,2,0,0
1238,Air France,3004002661,14,4,79,6,2,337
1239,Air India*,869253552,2,1,329,4,1,158
1240,Air New Zealand*,710174817,3,0,0,5,1,7
1241,Alaska Airlines*,965346773,5,0,0,5,1,88
1242,Alitalia,698012498,7,2,50,4,0,0
1243,All Nippon Airways,1841234177,3,1,1,7,0,0
1244,American*,5228357340,21,5,101,17,3,416
1245,Austrian Airlines,358239823,1,0,0,1,0,0
1246,Avianca,396922563,5,3,323,0,0,0
1247,British Airways*,3179760952,4,0,0,6,0,0
1248,Cathay Pacific*,2582459303,0,0,0,2,0,0
1249,China Airlines,813216487,12,6,535,2,1,225
1250,Condor,417982610,2,1,16,0,0,0
1251,COPA,550491507,3,1,47,0,0,0
1252,Delta / Northwest*,6525658894,24,12,407,24,2,51
1253,Egyptair,557699891,8,3,282,4,1,14
1254,El Al,335448023,1,1,4,1,0,0
1255,Ethiopian Airlines,488560643,25,5,167,5,2,92
1256,Finnair,506464950,1,0,0,0,0,0
1257,Garuda Indonesia,613356665,10,3,260,4,2,22
1258,Gulf Air,301379762,1,0,0,3,1,143
1259,Hawaiian Airlines,493877795,0,0,0,1,0,0
1260,Iberia,1173203126,4,1,148,5,0,0
1261,Japan Airlines,1574217531,3,1,520,0,0,0
1262,Kenya Airways,277414794,2,0,0,2,2,283
1263,KLM*,1874561773,7,1,3,1,0,0
1264,Korean Air,1734522605,12,5,425,1,0,0
1265,LAN Airlines,1001965891,3,2,21,0,0,0
1266,Lufthansa*,3426529504,6,1,2,3,0,0
1267,Malaysia Airlines,1039171244,3,1,34,3,2,537
1268,Pakistan International,348563137,8,3,234,10,2,46
1269,Philippine Airlines,413007158,7,4,74,2,1,1
1270,Qantas*,1917428984,1,0,0,5,0,0
1271,Royal Air Maroc,295705339,5,3,51,3,0,0
1272,SAS*,682971852,5,0,0,6,1,110
1273,Saudi Arabian,859673901,7,2,313,11,0,0
1274,Singapore Airlines,2376857805,2,2,6,2,1,83
1275,South African,651502442,2,1,159,1,0,0
1276,Southwest Airlines,3276525770,1,0,0,8,0,0
1277,Sri Lankan / AirLanka,325582976,2,1,14,4,0,0
1278,SWISS*,792601299,2,1,229,3,0,0
1279,TACA,259373346,3,1,3,1,1,3
1280,TAM,1509195646,8,3,98,7,2,188
1281,TAP - Air Portugal,619130754,0,0,0,0,0,0
1282,Thai Airways,1702802250,8,4,308,2,1,1
1283,Turkish Airlines,1946098294,8,3,64,8,2,84
1284,United / Continental*,7139291291,19,8,319,14,2,109
1285,US Airways / America West*,2455687887,16,7,224,11,2,23
1286,Vietna57m Airlines,625084918,7,3,171,1,0,0
1287,Virgin Atlantic,1005248585,1,0,0,0,0,0
1288,Xiamen Airlines,430462962,9,1,82,2,0,0
1289,Aer Lingus,320906734,2,1,1,1,1,1
1290,Aeroflot*,1197672318,76,14,128,6,1,88
1291,Aerolineas Argentinas,385803648,6,0,0,1,0,0
1292,Aeromexico*,596871813,3,1,64,5,0,0
1293,Air Canada,1865253802,2,0,0,2,0,0
1294,Air France,3004002661,14,4,79,6,2,337
1295,Air India*,869253552,2,1,329,4,1,158
1296,Air New Zealand*,710174817,3,0,0,5,1,7
1297,Alaska Airlines*,965346773,5,0,0,5,1,88
1298,Alitalia,698012498,7,2,50,4,0,0
1299,All Nippon Airways,1841234177,3,1,1,7,0,0
1300,American*,5228357340,21,5,101,17,3,416
1301,Austrian Airlines,358239823,1,0,0,1,0,0
1302,Avianca,396922563,5,3,323,0,0,0
1303,British Airways*,3179760952,4,0,0,6,0,0
1304,Cathay Pacific*,2582459303,0,0,0,2,0,0
1305,China Airlines,813216487,12,6,535,2,1,225
1306,Condor,417982610,2,1,16,0,0,0
1307,COPA,550491507,3,1,47,0,0,0
1308,Delta / Northwest*,6525658894,24,12,407,24,2,51
1309,Egyptair,557699891,8,3,282,4,1,14
1310,El Al,335448023,1,1,4,1,0,0
1311,Ethiopian Airlines,488560643,25,5,167,5,2,92
1312,Finnair,506464950,1,0,0,0,0,0
1313,Garuda Indonesia,613356665,10,3,260,4,2,22
1314,Gulf Air,301379762,1,0,0,3,1,143
1315,Hawaiian Airlines,493877795,0,0,0,1,0,0
1316,Iberia,1173203126,4,1,148,5,0,0
1317,Japan Airlines,1574217531,3,1,520,0,0,0
1318,Kenya Airways,277414794,2,0,0,2,2,283
1319,KLM*,1874561773,7,1,3,1,0,0
1320,Korean Air,1734522605,12,5,425,1,0,0
1321,LAN Airlines,1001965891,3,2,21,0,0,0
1322,Lufthansa*,3426529504,6,1,2,3,0,0
1323,Malaysia Airlines,1039171244,3,1,34,3,2,537
1324,Pakistan International,348563137,8,3,234,10,2,46
1325,Philippine Airlines,413007158,7,4,74,2,1,1
1326,Qantas*,1917428984,1,0,0,5,0,0
1327,Royal Air Maroc,295705339,5,3,51,3,0,0
1328,SAS*,682971852,5,0,0,6,1,110
1329,Saudi Arabian,859673901,7,2,313,11,0,0
1330,Singapore Airlines,2376857805,2,2,6,2,1,83
1331,South African,651502442,2,1,159,1,0,0
1332,Southwest Airlines,3276525770,1,0,0,8,0,0
1333,Sri Lankan / AirLanka,325582976,2,1,14,4,0,0
1334,SWISS*,792601299,2,1,229,3,0,0
1335,TACA,259373346,3,1,3,1,1,3
1336,TAM,1509195646,8,3,98,7,2,188
1337,TAP - Air Portugal,619130754,0,0,0,0,0,0
1338,Thai Airways,1702802250,8,4,308,2,1,1
1339,Turkish Airlines,1946098294,8,3,64,8,2,84
1340,United / Continental*,7139291291,19,8,319,14,2,109
1341,US Airways / America West*,2455687887,16,7,224,11,2,23
1342,Vietna57m Airlines,625084918,7,3,171,1,0,0
1343,Virgin Atlantic,1005248585,1,0,0,0,0,0
1344,Xiamen Airlines,430462962,9,1,82,2,0,0
1345,Aer Lingus,320906734,2,1,1,1,1,1
1346,Aeroflot*,1197672318,76,14,128,6,1,88
1347,Aerolineas Argentinas,385803648,6,0,0,1,0,0
1348,Aeromexico*,596871813,3,1,64,5,0,0
1349,Air Canada,1865253802,2,0,0,2,0,0
1350,Air France,3004002661,14,4,79,6,2,337
1351,Air India*,869253552,2,1,329,4,1,158
1352,Air New Zealand*,710174817,3,0,0,5,1,7
1353,Alaska Airlines*,965346773,5,0,0,5,1,88
1354,Alitalia,698012498,7,2,50,4,0,0
1355,All Nippon Airways,1841234177,3,1,1,7,0,0
1356,American*,5228357340,21,5,101,17,3,416
1357,Austrian Airlines,358239823,1,0,0,1,0,0
1358,Avianca,396922563,5,3,323,0,0,0
1359,British Airways*,3179760952,4,0,0,6,0,0
1360,Cathay Pacific*,2582459303,0,0,0,2,0,0
1361,China Airlines,813216487,12,6,535,2,1,225
1362,Condor,417982610,2,1,16,0,0,0
1363,COPA,550491507,3,1,47,0,0,0
1364,Delta / Northwest*,6525658894,24,12,407,24,2,51
1365,Egyptair,557699891,8,3,282,4,1,14
1366,El Al,335448023,1,1,4,1,0,0
1367,Ethiopian Airlines,488560643,25,5,167,5,2,92
1368,Finnair,506464950,1,0,0,0,0,0
1369,Garuda Indonesia,613356665,10,3,260,4,2,22
1370,Gulf Air,301379762,1,0,0,3,1,143
1371,Hawaiian Airlines,493877795,0,0,0,1,0,0
1372,Iberia,1173203126,4,1,148,5,0,0
1373,Japan Airlines,1574217531,3,1,520,0,0,0
1374,Kenya Airways,277414794,2,0,0,2,2,283
1375,KLM*,1874561773,7,1,3,1,0,0
1376,Korean Air,1734522605,12,5,425,1,0,0
1377,LAN Airlines,1001965891,3,2,21,0,0,0
1378,Lufthansa*,3426529504,6,1,2,3,0,0
1379,Malaysia Airlines,1039171244,3,1,34,3,2,537
1380,Pakistan International,348563137,8,3,234,10,2,46
1381,Philippine Airlines,413007158,7,4,74,2,1,1
1382,Qantas*,1917428984,1,0,0,5,0,0
1383,Royal Air Maroc,295705339,5,3,51,3,0,0
1384,SAS*,682971852,5,0,0,6,1,110
1385,Saudi Arabian,859673901,7,2,313,11,0,0
1386,Singapore Airlines,2376857805,2,2,6,2,1,83
1387,South African,651502442,2,1,159,1,0,0
1388,Southwest Airlines,3276525770,1,0,0,8,0,0
1389,Sri Lankan / AirLanka,325582976,2,1,14,4,0,0
1390,SWISS*,792601299,2,1,229,3,0,0
1391,TACA,259373346,3,1,3,1,1,3
1392,TAM,1509195646,8,3,98,7,2,188
1393,TAP - Air Portugal,619130754,0,0,0,0,0,0
1394,Thai Airways,1702802250,8,4,308,2,1,1
1395,Turkish Airlines,1946098294,8,3,64,8,2,84
1396,United / Continental*,7139291291,19,8,319,14,2,109
1397,US Airways / America West*,2455687887,16,7,224,11,2,23
1398,Vietna57m Airlines,625084918,7,3,171,1,0,0
1399,Virgin Atlantic,1005248585,1,0,0,0,0,0
1400,Xiamen Airlines,430462962,9,1,82,2,0,0
1401,Aer Lingus,320906734,2,1,1,1,1,1
1402,Aeroflot*,1197672318,76,14,128,6,1,88
1403,Aerolineas Argentinas,385803648,6,0,0,1,0,0
1404,Aeromexico*,596871813,3,1,64,5,0,0
1405,Air Canada,1865253802,2,0,0,2,0,0
1406,Air France,3004002661,14,4,79,6,2,337
1407,Air India*,869253552,2,1,329,4,1,158
1408,Air New Zealand*,710174817,3,0,0,5,1,7
1409,Alaska Airlines*,965346773,5,0,0,5,1,88
1410,Alitalia,698012498,7,2,50,4,0,0
1411,All Nippon Airways,1841234177,3,1,1,7,0,0
1412,American*,5228357340,21,5,101,17,3,416
1413,Austrian Airlines,358239823,1,0,0,1,0,0
1414,Avianca,396922563,5,3,323,0,0,0
1415,British Airways*,3179760952,4,0,0,6,0,0
1416,Cathay Pacific*,2582459303,0,0,0,2,0,0
1417,China Airlines,813216487,12,6,535,2,1,225
1418,Condor,417982610,2,1,16,0,0,0
1419,COPA,550491507,3,1,47,0,0,0
1420,Delta / Northwest*,6525658894,24,12,407,24,2,51
1421,Egyptair,557699891,8,3,282,4,1,14
1422,El Al,335448023,1,1,4,1,0,0
1423,Ethiopian Airlines,488560643,25,5,167,5,2,92
1424,Finnair,506464950,1,0,0,0,0,0
1425,Garuda Indonesia,613356665,10,3,260,4,2,22
1426,Gulf Air,301379762,1,0,0,3,1,143
1427,Hawaiian Airlines,493877795,0,0,0,1,0,0
1428,Iberia,1173203126,4,1,148,5,0,0
1429,Japan Airlines,1574217531,3,1,520,0,0,0
1430,Kenya Airways,277414794,2,0,0,2,2,283
1431,KLM*,1874561773,7,1,3,1,0,0
1432,Korean Air,1734522605,12,5,425,1,0,0
1433,LAN Airlines,1001965891,3,2,21,0,0,0
1434,Lufthansa*,3426529504,6,1,2,3,0,0
1435,Malaysia Airlines,1039171244,3,1,34,3,2,537
1436,Pakistan International,348563137,8,3,234,10,2,46
1437,Philippine Airlines,413007158,7,4,74,2,1,1
1438,Qantas*,1917428984,1,0,0,5,0,0
1439,Royal Air Maroc,295705339,5,3,51,3,0,0
1440,SAS*,682971852,5,0,0,6,1,110
1441,Saudi Arabian,859673901,7,2,313,11,0,0
1442,Singapore Airlines,2376857805,2,2,6,2,1,83
1443,South African,651502442,2,1,159,1,0,0
1444,Southwest Airlines,3276525770,1,0,0,8,0,0
1445,Sri Lankan / AirLanka,325582976,2,1,14,4,0,0
1446,SWISS*,792601299,2,1,229,3,0,0
1447,TACA,259373346,3,1,3,1,1,3
1448,TAM,1509195646,8,3,98,7,2,188
1449,TAP - Air Portugal,619130754,0,0,0,0,0,0
1450,Thai Airways,1702802250,8,4,308,2,1,1
1451,Turkish Airlines,1946098294,8,3,64,8,2,84
1452,United / Continental*,7139291291,19,8,319,14,2,109
1453,US Airways / America West*,2455687887,16,7,224,11,2,23
1454,Vietna57m Airlines,625084918,7,3,171,1,0,0
1455,Virgin Atlantic,1005248585,1,0,0,0,0,0
1456,Xiamen Airlines,430462962,9,1,82,2,0,0
1457,Aer Lingus,320906734,2,1,1,1,1,1
1458,Aeroflot*,1197672318,76,14,128,6,1,88
1459,Aerolineas Argentinas,385803648,6,0,0,1,0,0
1460,Aeromexico*,596871813,3,1,64,5,0,0
1461,Air Canada,1865253802,2,0,0,2,0,0
1462,Air France,3004002661,14,4,79,6,2,337
1463,Air India*,869253552,2,1,329,4,1,158
1464,Air New Zealand*,710174817,3,0,0,5,1,7
1465,Alaska Airlines*,965346773,5,0,0,5,1,88
1466,Alitalia,698012498,7,2,50,4,0,0
1467,All Nippon Airways,1841234177,3,1,1,7,0,0
1468,American*,5228357340,21,5,101,17,3,416
1469,Austrian Airlines,358239823,1,0,0,1,0,0
1470,Avianca,396922563,5,3,323,0,0,0
1471,British Airways*,3179760952,4,0,0,6,0,0
1472,Cathay Pacific*,2582459303,0,0,0,2,0,0
1473,China Airlines,813216487,12,6,535,2,1,225
1474,Condor,417982610,2,1,16,0,0,0
1475,COPA,550491507,3,1,47,0,0,0
1476,Delta / Northwest*,6525658894,24,12,407,24,2,51
1477,Egyptair,557699891,8,3,282,4,1,14
1478,El Al,335448023,1,1,4,1,0,0
1479,Ethiopian Airlines,488560643,25,5,167,5,2,92
1480,Finnair,506464950,1,0,0,0,0,0
1481,Garuda Indonesia,613356665,10,3,260,4,2,22
1482,Gulf Air,301379762,1,0,0,3,1,143
1483,Hawaiian Airlines,493877795,0,0,0,1,0,0
1484,Iberia,1173203126,4,1,148,5,0,0
1485,Japan Airlines,1574217531,3,1,520,0,0,0
1486,Kenya Airways,277414794,2,0,0,2,2,283
1487,KLM*,1874561773,7,1,3,1,0,0
1488,Korean Air,1734522605,12,5,425,1,0,0
1489,LAN Airlines,1001965891,3,2,21,0,0,0
1490,Lufthansa*,3426529504,6,1,2,3,0,0
1491,Malaysia Airlines,1039171244,3,1,34,3,2,537
1492,Pakistan International,348563137,8,3,234,10,2,46
1493,Philippine Airlines,413007158,7,4,74,2,1,1
1494,Qantas*,1917428984,1,0,0,5,0,0
1495,Royal Air Maroc,295705339,5,3,51,3,0,0
1496,SAS*,682971852,5,0,0,6,1,110
1497,Saudi Arabian,859673901,7,2,313,11,0,0
1498,Singapore Airlines,2376857805,2,2,6,2,1,83
1499,South African,651502442,2,1,159,1,0,0
1500,Southwest Airlines,3276525770,1,0,0,8,0,0
1501,Sri Lankan / AirLanka,325582976,2,1,14,4,0,0
1502,SWISS*,792601299,2,1,229,3,0,0
1503,TACA,259373346,3,1,3,1,1,3
1504,TAM,1509195646,8,3,98,7,2,188
1505,TAP - Air Portugal,619130754,0,0,0,0,0,0
1506,Thai Airways,1702802250,8,4,308,2,1,1
1507,Turkish Airlines,1946098294,8,3,64,8,2,84
1508,United / Continental*,7139291291,19,8,319,14,2,109
1509,US Airways / America West*,2455687887,16,7,224,11,2,23
1510,Vietna57m Airlines,625084918,7,3,171,1,0,0
1511,Virgin Atlantic,1005248585,1,0,0,0,0,0
1512,Xiamen Airlines,430462962,9,1,82,2,0,0
1513,Aer Lingus,320906734,2,1,1,1,1,1
1514,Aeroflot*,1197672318,76,14,128,6,1,88
1515,Aerolineas Argentinas,385803648,6,0,0,1,0,0
1516,Aeromexico*,596871813,3,1,64,5,0,0
1517,Air Canada,1865253802,2,0,0,2,0,0
1518,Air France,3004002661,14,4,79,6,2,337
1519,Air India*,869253552,2,1,329,4,1,158
1520,Air New Zealand*,710174817,3,0,0,5,1,7
1521,Alaska Airlines*,965346773,5,0,0,5,1,88
1522,Alitalia,698012498,7,2,50,4,0,0
1523,All Nippon Airways,1841234177,3,1,1,7,0,0
1524,American*,5228357340,21,5,101,17,3,416
1525,Austrian Airlines,358239823,1,0,0,1,0,0
1526,Avianca,396922563,5,3,323,0,0,0
1527,British Airways*,3179760952,4,0,0,6,0,0
1528,Cathay Pacific*,2582459303,0,0,0,2,0,0
1529,China Airlines,813216487,12,6,535,2,1,225
1530,Condor,417982610,2,1,16,0,0,0
1531,COPA,550491507,3,1,47,0,0,0
1532,Delta / Northwest*,6525658894,24,12,407,24,2,51
1533,Egyptair,557699891,8,3,282,4,1,14
1534,El Al,335448023,1,1,4,1,0,0
1535,Ethiopian Airlines,488560643,25,5,167,5,2,92
1536,Finnair,506464950,1,0,0,0,0,0
1537,Garuda Indonesia,613356665,10,3,260,4,2,22
1538,Gulf Air,301379762,1,0,0,3,1,143
1539,Hawaiian Airlines,493877795,0,0,0,1,0,0
1540,Iberia,1173203126,4,1,148,5,0,0
1541,Japan Airlines,1574217531,3,1,520,0,0,0
1542,Kenya Airways,277414794,2,0,0,2,2,283
1543,KLM*,1874561773,7,1,3,1,0,0
1544,Korean Air,1734522605,12,5,425,1,0,0
1545,LAN Airlines,1001965891,3,2,21,0,0,0
1546,Lufthansa*,3426529504,6,1,2,3,0,0
1547,Malaysia Airlines,1039171244,3,1,34,3,2,537
1548,Pakistan International,348563137,8,3,234,10,2,46
1549,Philippine Airlines,413007158,7,4,74,2,1,1
1550,Qantas*,1917428984,1,0,0,5,0,0
1551,Royal Air Maroc,295705339,5,3,51,3,0,0
1552,SAS*,682971852,5,0,0,6,1,110
1553,Saudi Arabian,859673901,7,2,313,11,0,0
1554,Singapore Airlines,2376857805,2,2,6,2,1,83
1555,South African,651502442,2,1,159,1,0,0
1556,Southwest Airlines,3276525770,1,0,0,8,0,0
1557,Sri Lankan / AirLanka,325582976,2,1,14,4,0,0
1558,SWISS*,792601299,2,1,229,3,0,0
1559,TACA,259373346,3,1,3,1,1,3
1560,TAM,1509195646,8,3,98,7,2,188
1561,TAP - Air Portugal,619130754,0,0,0,0,0,0
1562,Thai Airways,1702802250,8,4,308,2,1,1
1563,Turkish Airlines,1946098294,8,3,64,8,2,84
1564,United / Continental*,7139291291,19,8,319,14,2,109
1565,US Airways / America West*,2455687887,16,7,224,11,2,23
1566,Vietna57m Airlines,625084918,7,3,171,1,0,0
1567,Virgin Atlantic,1005248585,1,0,0,0,0,0
1568,Xiamen Airlines,430462962,9,1,82,2,0,0
